COMID,Lat,Lon,Elev_m
168038,-15.83687537399993,-47.85270833299995,0.0
168060,-15.841363215999934,-47.901422769999954,0.0
168061,-15.807056255999953,-58.49004897499998,0.0
168068,-15.823306744999968,-56.117238646999965,0.0
168077,-15.878471717999957,-56.10065596299995,0.0
168084,-15.871037052999952,-58.521788535999974,0.0
168087,-15.862502517999928,-58.674344374999976,0.0
168093,-15.80293209599995,-59.07137229099993,0.0
168096,-15.889501435999932,-58.605427462999955,0.0
168102,-15.849193528999933,-58.38729713399994,0.0
168107,-15.881780945999935,-58.399080512999944,0.0
168116,-15.898057522999977,-48.449306397999976,0.0
168117,-15.84562890899997,-48.47762529099998,0.0
168127,-15.906903971999952,-48.42801862299996,0.0
168128,-15.870472391999954,-48.39856353599998,0.0
168129,-15.888945023999952,-56.05672685099995,0.0
168130,-15.79116116399996,-55.956715704999965,0.0
168134,-15.875253249999957,-54.34798977099996,0.0
168135,-15.91198974699995,-54.32602832799995,0.0
168143,-15.649229012999967,-57.68756938699994,0.0
168153,-15.89812848799994,-48.22395932099994,0.0
168155,-15.882387231999928,-57.56996434299998,0.0
168157,-15.916642803999935,-58.33874921499995,0.0
168158,-15.782592050999938,-58.256467321999935,0.0
168159,-15.847186328999953,-48.26342885099996,0.0
168177,-15.937471721999941,-56.55692309899996,0.0
168178,-15.896875463999947,-56.55404049099997,0.0
168187,-15.949990205999939,-56.539346739999985,0.0
168188,-15.804032148999966,-55.73435453099995,0.0
168194,-15.95389266899997,-56.61209969399994,0.0
168206,-15.956342149999955,-55.07756180699994,0.0
168214,-15.94710340699993,-57.672169080999936,0.0
168219,-15.96960175199996,-55.94597430599998,0.0
168222,-15.971440077999944,-55.113250636999965,0.0
168225,-15.95881226299997,-56.99102343799996,0.0
168228,-15.944354200999953,-48.41592742399996,0.0
168229,-15.953977928999961,-56.00841994199993,0.0
168237,-15.96293511999994,-54.19441258299997,0.0
168238,-15.92270820799996,-54.131947339999954,0.0
168240,-15.883957280999937,-54.94922048899997,0.0
168241,-15.917044618999967,-54.78596178799995,0.0
168242,-15.971466648999979,-55.91978024599996,0.0
168247,-15.98223722399996,-48.41655080199996,0.0
168248,-15.979520865999973,-55.08092568799998,0.0
168257,-15.98179044099993,-54.99965458899993,0.0
168261,-15.74515390099998,-57.79482065899998,0.0
168262,-15.980201094999927,-57.69816028399998,0.0
168266,-15.990034123999976,-56.96786581499998,0.0
168268,-15.829329859999973,-57.38226268599993,0.0
168273,-15.994933144999948,-54.92627991899997,0.0
168282,-15.993577598999934,-57.66069545899995,0.0
168303,-16.017096444999936,-55.16192535499994,0.0
168304,-16.001572029999977,-55.10984048399996,0.0
168312,-16.023259421999967,-55.145986188999984,0.0
168316,-15.88492264599995,-57.88658330099997,0.0
168321,-15.97896020099995,-57.94814401199994,0.0
168334,-16.014943892999952,-54.67007499299996,0.0
168336,-16.01385124799998,-54.17139075099993,0.0
168338,-15.984792252999966,-54.034698257999935,0.0
168341,-16.027523437999946,-57.28653264299999,0.0
168355,-16.02770037399995,-54.940790927999956,0.0
168357,-16.047649614999955,-54.64656252799995,0.0
168359,-16.049050137999927,-55.70339728799996,0.0
168369,-15.894155414999943,-57.07015731599995,0.0
168370,-16.05238238499993,-54.156163643999946,0.0
168379,-16.019203680999965,-55.62781697499997,0.0
168387,-16.059430150999958,-57.22456804799998,0.0
168391,-16.059028851999926,-57.32751849099998,0.0
168393,-16.00939464399994,-55.46298945899997,0.0
168394,-16.056215261999967,-54.81956276799997,0.0
168399,-16.07241907899993,-55.46174585199998,0.0
168430,-16.07866501099994,-47.72581285999996,0.0
168431,-15.963868298999955,-47.68650426999994,0.0
168433,-16.081801414999973,-54.93325654399996,0.0
168436,-16.03281995699996,-56.36160369299995,0.0
168437,-16.10118898299993,-56.340530642999965,0.0
168443,-16.043372786999953,-55.90020818099998,0.0
168444,-16.062849294999978,-55.84656037899998,0.0
168450,-16.016863704999935,-54.30761720199996,0.0
168451,-16.086513169999932,-54.212492088999966,0.0
168463,-16.09799415799995,-48.64401583699998,0.0
168464,-16.077842095999927,-48.61890214699997,0.0
168481,-16.040120185999967,-56.43994964999996,0.0
168486,-16.104322388999947,-54.10734229099995,0.0
168495,-16.132760879999978,-56.380790015999935,0.0
168498,-16.13409556499994,-48.61893423899994,0.0
168499,-16.04022744699995,-58.16662672899997,0.0
168504,-16.001359582999953,-48.76613995699995,0.0
168514,-16.075064589999954,-59.086948683999935,0.0
168515,-16.09409635399993,-55.79187078699994,0.0
168516,-16.13113219199994,-48.79869102199996,0.0
168518,-16.100787010999966,-59.113568999999984,0.0
168519,-16.147709128999963,-48.64581541899997,0.0
168524,-16.08229676899998,-57.83702617399996,0.0
168530,-16.155527486999972,-55.86265932499998,0.0
168535,-16.122168961999932,-57.88177151999997,0.0
168536,-16.115851540999927,-55.09048608499995,0.0
168562,-16.11412521699998,-54.333825064999985,0.0
168563,-16.15259720599994,-54.276984986999935,0.0
168571,-16.151103054999965,-58.04762721999998,0.0
168575,-16.185235304999935,-59.10037060199994,0.0
168576,-16.17126296699996,-59.06525371999999,0.0
168583,-16.191881415999944,-48.490224824999984,0.0
168589,-16.172202497999933,-48.54857208599998,0.0
168592,-16.110357369999974,-58.38674663599994,0.0
168593,-16.18935776799998,-58.363044221999985,0.0
168620,-16.203694376999977,-54.298772446999976,0.0
168621,-16.215874592999967,-54.250483920999955,0.0
168633,-16.195914508999977,-47.802476576999936,0.0
168634,-16.17703255799995,-47.742786346999935,0.0
168639,-16.224399163999976,-56.00632797099996,0.0
168640,-16.168193326999926,-55.94460807599995,0.0
168643,-16.12801759299998,-57.73788918499997,0.0
168659,-16.20763907999998,-47.840323241999954,0.0
168660,-16.245691060999945,-47.78547179399993,0.0
168662,-16.184735081999975,-54.94166083399995,0.0
168664,-16.16523883399998,-57.10273203799994,0.0
168665,-16.118764771999963,-57.05471930199997,0.0
168666,-16.131697792999944,-58.862570491999975,0.0
168667,-16.135623261999967,-58.77157888099998,0.0
168681,-16.26821413199997,-58.47704047299993,0.0
168682,-16.18364363099994,-58.45327885599994,0.0
168688,-16.272123475999933,-54.92277416099995,0.0
168689,-16.227400642999953,-54.806111477999934,0.0
168693,-16.232134241999972,-48.43876280999996,0.0
168701,-16.23763456599994,-57.19124879599997,0.0
168704,-16.22742227699996,-57.807235083999956,0.0
168705,-16.26673990499995,-57.77044695699993,0.0
168711,-16.26826454899998,-57.661327839999956,0.0
168713,-16.281161304999955,-54.41388239099996,0.0
168714,-16.261043445999974,-54.33732070699995,0.0
168716,-16.23521502999995,-55.673766970999964,0.0
168717,-16.174817582999935,-56.913488652999945,0.0
168718,-16.24926508799996,-56.92226196399997,0.0
168721,-16.221670812999946,-59.28181726399998,0.0
168722,-16.23617263799997,-55.88598411999993,0.0
168723,-16.244951855999943,-59.357785141999955,0.0
168728,-16.304030874999967,-55.684510699999976,0.0
168729,-16.196285097999976,-55.58460895199994,0.0
168735,-16.154730247999964,-48.157978663999984,0.0
168737,-16.284730415999945,-55.96270393799995,0.0
168741,-16.20036698299998,-56.57994641799996,0.0
168742,-16.23406109399997,-56.46181350899997,0.0
168743,-16.13240321199993,-48.27141485399994,0.0
168744,-16.313806159999956,-48.206944833999955,0.0
168746,-16.146285235999926,-48.35690426699995,0.0
168755,-16.30154688099998,-58.43950813699996,0.0
168756,-16.263766653999937,-58.38965503999998,0.0
168757,-16.29702759299994,-57.24165227499998,0.0
168758,-16.310732005999967,-48.36635001099995,0.0
168759,-16.318812598999955,-48.26467040999995,0.0
168761,-16.308489384999973,-57.77499943099997,0.0
168763,-16.31342284599998,-54.38579352099998,0.0
168767,-16.27139940899997,-49.518909046999966,0.0
168769,-16.262744273999942,-57.912171988999944,0.0
168770,-16.308165259999953,-55.76474066399999,0.0
168772,-16.29565082299996,-56.15986299799994,0.0
168773,-16.329199892999952,-49.47753662799994,0.0
168781,-16.32865672899993,-56.143280920999985,0.0
168786,-16.30133804099995,-48.63618131499993,0.0
168787,-16.29758933399995,-55.032549797999934,0.0
168788,-16.32267809299998,-56.946663256999955,0.0
168792,-16.27708841499998,-48.06525972999998,0.0
168793,-16.335611923999977,-48.14783457799996,0.0
168801,-16.276300567999954,-53.93907828399995,0.0
168804,-16.33583750899993,-55.939665479999974,0.0
168805,-16.34064475899993,-55.899448603999986,0.0
168809,-16.331598062999944,-54.176531404999935,0.0
168817,-16.340000544999953,-47.43754115199994,0.0
168818,-16.34509610799995,-47.37700617999997,0.0
168819,-16.32913670599993,-54.92867430199993,0.0
168820,-16.36125595799996,-54.89884011899994,0.0
168823,-16.371897875999935,-53.95386140599993,0.0
168826,-16.349812983999982,-55.59465691699995,0.0
168827,-16.369929957999943,-55.50248156699996,0.0
168828,-16.360103995999964,-49.47551248999997,0.0
168829,-16.366180587999963,-49.432357913999965,0.0
168830,-16.32562595299993,-57.03539846799998,0.0
168831,-16.365494137999974,-56.98672889299996,0.0
168836,-16.389665027999968,-55.50451778599995,0.0
168837,-16.374661222999976,-55.45275980099996,0.0
168848,-16.39712000999998,-59.424609688999965,0.0
168853,-16.381956057999957,-59.48573936799994,0.0
168861,-16.34556273499993,-57.120740772999966,0.0
168862,-16.404841844999964,-57.05689441599998,0.0
168872,-16.380418022999947,-56.864551097999936,0.0
168873,-16.39191466099993,-55.99104378699997,0.0
168886,-16.37575602299995,-56.56580206299998,0.0
168889,-16.390383569999926,-59.009695567999984,0.0
168890,-16.30711823499996,-58.98291443199997,0.0
168904,-16.425681312999927,-57.130400529999974,0.0
168909,-16.407121762999964,-59.64767748799994,0.0
168910,-16.438192511999944,-58.93529845799998,0.0
168911,-16.369264612999928,-57.77086743799998,0.0
168912,-16.43641621599994,-57.77218281199998,0.0
168913,-16.436766148999936,-59.67097593999995,0.0
168918,-16.419691954999962,-49.956465184999956,0.0
168919,-16.40244262599998,-49.89618758599994,0.0
168922,-16.39295018499996,-59.10022834299997,0.0
168923,-16.390892461999954,-56.236737594999965,0.0
168925,-16.433555414999944,-55.96653055199994,0.0
168927,-16.423764967999944,-55.86082426099995,0.0
168932,-16.45631962799996,-56.257579249999935,0.0
168934,-16.45192895599996,-56.10616912499995,0.0
168940,-16.32276093799993,-56.37303144899994,0.0
168942,-16.420848400999944,-49.41107505499997,0.0
168943,-16.405779036999945,-49.34540804799997,0.0
168945,-16.44119847999997,-50.17686087699997,0.0
168946,-16.397162229999935,-50.14897523299993,0.0
168948,-16.421119518999944,-54.96229087699999,0.0
168960,-16.458037800999932,-57.126106111999945,0.0
168961,-16.350150069999927,-54.574998077999965,0.0
168963,-16.46416267099994,-59.80662425199995,0.0
168964,-16.448045040999943,-58.58262651499996,0.0
168965,-16.390493385999946,-58.703246039999954,0.0
168968,-16.411627667999937,-54.44973729599997,0.0
168970,-16.40088286799994,-58.489971744999934,0.0
168971,-16.48596340599994,-54.23249470999997,0.0
168975,-16.486419454999975,-58.55072517199994,0.0
168986,-16.476204138999947,-55.92404514799995,0.0
168987,-16.48546721699995,-55.027600191999966,0.0
168990,-16.48560402399994,-54.98727385999996,0.0
168993,-16.334864400999948,-47.557321129999934,0.0
168997,-16.473068556999976,-58.92289877799993,0.0
168998,-16.50008775499998,-47.47212814899996,0.0
168999,-16.43917530899995,-47.43648534199997,0.0
169000,-16.39114811099995,-58.85540501699995,0.0
169001,-16.49664588299993,-58.77195756399993,0.0
169003,-16.40358002199997,-49.71603814499997,0.0
169007,-16.45561110999995,-59.16641814099995,0.0
169008,-16.496392257999958,-54.20044511499998,0.0
169010,-16.493370419999962,-54.617662793999955,0.0
169011,-16.49137279799993,-54.55958346199998,0.0
169013,-16.49695461799996,-49.63857002799995,0.0
169016,-16.485953939999945,-60.00288729899995,0.0
169020,-16.46731946899996,-55.408071888999984,0.0
169021,-16.507829528999935,-47.49118754199998,0.0
169034,-16.396181653999975,-47.78507060099997,0.0
169040,-16.490995100999953,-54.06099280899997,0.0
169047,-16.471410799999944,-58.35587068499996,0.0
169048,-16.516032258999928,-55.937356172999955,0.0
169050,-16.485004768999943,-54.88071637599995,0.0
169051,-16.511349881999934,-54.708522278999965,0.0
169055,-16.442416153999943,-47.84528038399998,0.0
169056,-16.531870665999975,-47.79790049099995,0.0
169059,-16.50624214399994,-54.30088732799993,0.0
169060,-16.521931136999967,-47.44876953199997,0.0
169065,-16.51020200199997,-59.748983332999956,0.0
169070,-16.43548623199996,-57.36166172199995,0.0
169071,-16.546047372999965,-57.35644363199998,0.0
169076,-16.524549828999966,-54.43829762699994,0.0
169083,-16.55376263499994,-59.66571784699994,0.0
169095,-16.428271262999942,-55.686292487999935,0.0
169104,-16.51648461999997,-48.65855212499997,0.0
169105,-16.49242326199993,-47.72301759099997,0.0
169109,-16.543710187999977,-54.563824764999936,0.0
169111,-16.517638622999982,-49.35433279199998,0.0
169112,-16.525235812999938,-49.28709741799997,0.0
169119,-16.502939112999968,-59.56302434099996,0.0
169125,-16.574515749999932,-59.461724568999955,0.0
169131,-16.546984085999952,-58.88382978699997,0.0
169132,-16.571699813999942,-48.61190399199995,0.0
169138,-16.55901219699996,-47.802718684999945,0.0
169141,-16.55859464799994,-54.340632350999954,0.0
169142,-16.562066237999943,-47.45574060399997,0.0
169151,-16.57709504199994,-59.56168396199996,0.0
169152,-16.554918990999965,-60.39266996799995,0.0
169153,-16.585404341999947,-47.79326607199994,0.0
169156,-16.531803752999963,-56.17608823099994,0.0
169157,-16.57892768599993,-47.34634396599995,0.0
169158,-16.58491410499994,-58.83269333599998,0.0
169166,-16.57300788699996,-58.32538120299995,0.0
169168,-16.566782066999963,-47.402928447999955,0.0
169170,-16.58828716399995,-60.293285314999935,0.0
169171,-16.59200859699996,-47.36030345299997,0.0
