COMID,Lat,Lon,Elev_m
172514,-19.05282253699994,-48.96082012699998,0.0
172515,-19.081299343999945,-48.742806643999984,0.0
172517,-19.05024036599997,-57.52305397899994,0.0
172518,-19.09652335499993,-47.88298039299997,0.0
172522,-19.082312739999963,-65.96368461799995,0.0
172523,-19.019236972999977,-48.129848541999934,0.0
172524,-19.06974509099996,-54.24353031399994,0.0
172525,-19.085848231999933,-56.70905064799996,0.0
172526,-19.105723146999935,-61.918077410999956,0.0
172527,-19.10862923299993,-65.65118610999997,0.0
172529,-19.087272028999962,-61.224476798999945,0.0
172535,-19.11166279899993,-48.609122630999934,0.0
172537,-19.096700919999932,-47.241522723999935,0.0
172539,-19.05822154499998,-58.72703922599993,0.0
172541,-18.84263522599997,-50.89100101399998,0.0
172542,-19.124687213999948,-61.23933684299993,0.0
172543,-19.124267860999964,-52.775822751999954,0.0
172544,-19.129637824999975,-52.75935620699994,0.0
172545,-19.061747796999953,-58.88644987999999,0.0
172546,-19.093770237999934,-55.226255409999965,0.0
172547,-19.13047155299995,-47.40287943599998,0.0
172551,-19.10234590899995,-50.55757056599998,0.0
172554,-19.11584288299997,-66.00662666299996,0.0
172555,-19.10608796599996,-57.22567742799998,0.0
172556,-19.10472213999998,-51.69673437499995,0.0
172557,-19.112032763999935,-51.524668403999954,0.0
172560,-19.11078650199994,-58.72157297299998,0.0
172561,-19.06922650699994,-57.11516242299996,0.0
172563,-18.988781225999958,-46.468436863999955,0.0
172565,-19.006393723999963,-58.659019145999935,0.0
172567,-19.083809477999978,-48.252120238999964,0.0
172568,-19.14039481599997,-65.61182155199998,0.0
172569,-19.12957936999993,-58.600492438999936,0.0
172570,-19.14693177999993,-46.38476577399996,0.0
172576,-19.145303743999932,-55.24531067399994,0.0
172577,-19.120992521999938,-47.54484825999998,0.0
172579,-19.114085357999954,-47.74315109899993,0.0
172581,-19.131602418999933,-60.88044280499997,0.0
172582,-19.14465742599998,-60.850566930999946,0.0
172586,-19.124067648999983,-61.010969434999936,0.0
172588,-19.145038015999944,-66.39446517299996,0.0
172590,-19.131131624999966,-52.39414094999995,0.0
172591,-19.127554201999942,-52.32367155999998,0.0
172592,-19.131432856999936,-47.91575401199998,0.0
172595,-19.146353940999973,-61.105506514999945,0.0
172599,-19.149207332999936,-47.266338400999985,0.0
172601,-18.83603887099997,-55.25129257399993,0.0
172606,-19.05465488799996,-56.03230721799997,0.0
172608,-19.13332943299997,-56.10399177099998,0.0
172610,-19.140834809999944,-56.96135064199996,0.0
172611,-19.16183870699996,-55.31040617799994,0.0
172613,-19.16516938099994,-47.640400632999956,0.0
172615,-19.128763917999947,-53.60958100399995,0.0
172617,-19.151914717999944,-47.093391975999964,0.0
172618,-19.05791938899995,-50.24851443599994,0.0
172620,-18.877412386999936,-51.07608502199997,0.0
172621,-19.159761764999928,-50.68353629099994,0.0
172623,-19.17548805299998,-53.48361343199997,0.0
172625,-19.17853150199994,-47.14384138799994,0.0
172629,-19.17688227399998,-60.733649423999964,0.0
172630,-19.16105644299995,-60.692980431999956,0.0
172634,-19.165956537999932,-57.216158044999986,0.0
172635,-18.769145205999962,-56.644213924999974,0.0
172636,-19.17074634499994,-46.32658597699998,0.0
172638,-19.13454765599994,-58.80907539499998,0.0
172640,-19.147014360999947,-56.65123678799995,0.0
172642,-19.069735650999974,-55.387481976999936,0.0
172644,-19.15442027199998,-52.13329804799997,0.0
172647,-19.187869323999962,-55.396319190999975,0.0
172650,-19.156001638999953,-61.99690488199997,0.0
172652,-19.160444992999942,-61.36749134799999,0.0
172653,-19.093862254999976,-58.33349253299997,0.0
172654,-19.180019726999944,-58.00369495999996,0.0
172658,-19.179926302999945,-65.27500765499997,0.0
172661,-19.09148638399995,-65.34203889899999,0.0
172663,-19.203502137999976,-55.438300727999945,0.0
172664,-18.999934069999938,-49.92643042999998,0.0
172665,-19.103152244999933,-56.25619410099995,0.0
172667,-19.171868379999978,-65.55431220399998,0.0
172668,-19.172159705999945,-61.854534608999984,0.0
172669,-19.193006197999978,-61.79582946199997,0.0
172670,-19.19848709499996,-50.73750483899994,0.0
172675,-19.190773041999933,-52.35809324999997,0.0
172677,-19.16303692599996,-54.21241468499994,0.0
172678,-19.118214400999932,-49.60201454699995,0.0
172679,-19.21824081999995,-56.412669680999954,0.0
172681,-19.213122891999944,-61.33948766699996,0.0
172682,-19.099966927999958,-57.32195441699997,0.0
172683,-19.207481892999965,-57.23155720799997,0.0
172687,-19.20379733599998,-47.07451824399993,0.0
172688,-19.194466142999943,-60.95205096199999,0.0
172689,-19.19426347899997,-60.874635843999954,0.0
172690,-19.211982130999957,-52.134136988999956,0.0
172691,-19.20476701399997,-54.09149585299997,0.0
172692,-19.176865654999972,-48.701469961999976,0.0
172693,-19.224247628999933,-54.16313219199998,0.0
172696,-19.141505107999933,-65.45783963999997,0.0
172697,-19.175079439999934,-47.99394215899997,0.0
172698,-19.19768825899996,-54.36304899199996,0.0
172699,-19.209586564999938,-52.25596410999998,0.0
172705,-19.229467709999938,-49.50514351099997,0.0
172706,-19.225640088999967,-62.07307966399998,0.0
172707,-19.179964091999977,-48.07034279199996,0.0
172709,-19.15688322699998,-52.95019405399995,0.0
172710,-19.19523718599993,-65.70275168999996,0.0
172711,-19.199761895999927,-66.36437288499997,0.0
172712,-19.17631943899994,-65.85698921999995,0.0
172713,-19.19171108699993,-47.40809273999997,0.0
172716,-19.237778505999927,-57.23365985299995,0.0
172717,-19.234604161999982,-54.20220988199998,0.0
172725,-19.239840340999933,-49.47077120599994,0.0
172727,-19.23876155199997,-55.518949643999974,0.0
172728,-19.240751914999976,-55.47286100699995,0.0
172729,-19.212131880999948,-53.68162348399994,0.0
172730,-19.22167217599997,-53.61474266399995,0.0
172731,-19.223264796999956,-49.22702058099998,0.0
172732,-19.249119036999957,-52.82492573899998,0.0
172733,-19.201809283999978,-52.77541966199993,0.0
172734,-19.262085825999975,-49.43399422199997,0.0
172739,-19.24791999599995,-60.90277909499997,0.0
172740,-19.239034397999944,-59.40666496699998,0.0
172741,-19.22851460399994,-59.354031308999936,0.0
172743,-19.226884853999934,-57.05656570799994,0.0
172744,-19.15345433899995,-46.84465890699994,0.0
172745,-19.259346145999928,-57.172475145999954,0.0
172746,-19.23119567699996,-50.62300373199997,0.0
172750,-19.254363525999963,-46.99829478099997,0.0
172753,-19.189605746999973,-66.21910582099997,0.0
172755,-19.244700396999974,-57.79518525599997,0.0
172756,-19.27266870099993,-52.94800541999996,0.0
172758,-19.252933521999978,-48.463599760999955,0.0
172761,-19.26376389799998,-54.24421716299997,0.0
172770,-19.267656486999954,-46.671455040999945,0.0
172773,-19.278467984999963,-57.24676892799994,0.0
172774,-19.28719885399994,-49.39183102699997,0.0
172779,-19.27965403299993,-65.76373960199999,0.0
172783,-19.305080016999966,-61.07589414299997,0.0
172784,-19.281442485999946,-65.32680272099998,0.0
172785,-19.263182161999964,-65.28102525999998,0.0
172786,-19.296195912999963,-66.11828847099997,0.0
172787,-19.29219246399998,-61.81013514899996,0.0
172788,-19.260157378999963,-61.742312708999975,0.0
172789,-19.283207353999956,-52.71550550099994,0.0
172790,-19.29208732799998,-52.66489106399996,0.0
172791,-19.28650610799997,-46.88852313399997,0.0
172792,-19.30257475199994,-46.76112903999996,0.0
172795,-19.282918735999942,-54.09001209799993,0.0
172796,-19.29530966599998,-60.974412057999984,0.0
172797,-19.31141355699998,-46.68573895199995,0.0
172800,-19.286684908999973,-54.19594921199996,0.0
172801,-19.290536120999946,-49.459264348999966,0.0
172802,-19.210339103999956,-61.63030720699999,0.0
172803,-19.287283153999965,-61.54840431599996,0.0
172806,-19.293798136999953,-53.61712979299995,0.0
172809,-19.278450952999947,-48.518764604999944,0.0
172811,-19.326041760999942,-54.187638912999944,0.0
172813,-19.27522315799996,-52.38856638499993,0.0
172816,-19.329454302999977,-51.69437927699994,0.0
172817,-19.310696303999975,-46.407985863999954,0.0
172818,-19.290546622999955,-57.38150455299996,0.0
172819,-19.316335504999927,-57.30813404999998,0.0
172820,-19.33371759599993,-52.41548901899995,0.0
172821,-19.324835075999943,-46.59025656599994,0.0
172822,-19.192656282999963,-60.185283786999946,0.0
172823,-19.33082076599993,-53.686184244999936,0.0
172824,-19.27569370499998,-61.220731214999944,0.0
172825,-19.221560831999966,-54.98870658399994,0.0
172826,-19.33842094199997,-51.70791878699998,0.0
172827,-19.33353008199998,-61.690355429999954,0.0
172828,-19.304278919999945,-57.03093904999997,0.0
172829,-19.259814810999956,-56.70277058099998,0.0
172830,-19.27845941299995,-55.257507903999965,0.0
172833,-19.29624956899994,-60.22168359799997,0.0
172835,-19.34531108599998,-61.68853637899997,0.0
172836,-19.331138771999974,-60.14781790099994,0.0
172839,-19.31861916799994,-64.99710575599994,0.0
172840,-19.33456896699994,-61.08752103599994,0.0
172841,-19.276493088999928,-47.528334908999966,0.0
172842,-19.310308857999928,-66.22103714799994,0.0
172843,-19.303194565999945,-57.72898838699996,0.0
172844,-19.172448564999968,-60.43235218499996,0.0
172845,-19.282558215999927,-50.792685233999975,0.0
172846,-19.35420160299998,-65.00412015099994,0.0
172847,-19.337369147999937,-66.06781378899996,0.0
172848,-19.34403837499997,-46.49242433799998,0.0
172849,-19.28711775499994,-65.41258512899998,0.0
172850,-19.071336027999962,-51.17438813899997,0.0
172851,-19.362023848999968,-50.832658752999976,0.0
172852,-19.353865876999976,-55.027365550999946,0.0
172854,-19.356376430999944,-65.08513954399996,0.0
172855,-19.365833333999944,-54.99708333299998,0.0
172857,-19.32561172499993,-54.948190039999986,0.0
172861,-19.290414262999946,-57.98041905599996,0.0
172862,-19.326623457999972,-57.866378029999964,0.0
172867,-19.28121088499995,-62.19908911699997,0.0
172868,-19.362128909999967,-61.19409596899993,0.0
172869,-19.344463661999953,-65.20288187399996,0.0
172870,-19.37280993099995,-65.11310948599998,0.0
172873,-19.374931131999972,-65.05148911399993,0.0
172874,-19.382280538999964,-54.60180327299997,0.0
172875,-19.37888468999995,-54.568969806999974,0.0
172878,-19.359425408999982,-51.66885706099998,0.0
172879,-19.367945859999963,-50.76938441599998,0.0
172880,-19.38135651799996,-54.94403867899996,0.0
172881,-19.377391857999953,-54.988461617999974,0.0
172885,-19.377428019999968,-61.616463356999986,0.0
172886,-19.357473263999964,-61.543904374999954,0.0
172887,-19.293369894999955,-60.723809193999955,0.0
172891,-19.367716688999963,-54.20453857399997,0.0
172893,-19.390927400999942,-51.66045592399996,0.0
172896,-19.371402054999976,-65.91219634499998,0.0
172898,-19.31542965699998,-50.13644103099995,0.0
172899,-19.35554309899993,-49.178473774999986,0.0
172900,-19.36272656899996,-48.93879867199996,0.0
172904,-19.36754327899996,-56.865299111999946,0.0
172905,-19.359017541999947,-52.628471058999935,0.0
172906,-19.390769621999937,-52.56787526699998,0.0
172907,-19.29158584399994,-56.49627430099997,0.0
172909,-19.401984759999948,-61.538730088999955,0.0
172910,-19.36673455099998,-57.29025351399997,0.0
172913,-19.410822377999978,-61.58284486399998,0.0
172915,-19.370659298999954,-60.84013472199996,0.0
172916,-19.417416298999967,-60.08235569599998,0.0
172917,-19.374941844999967,-60.08337758899995,0.0
172918,-19.37787658299993,-54.096190423999985,0.0
172919,-19.373543549999965,-49.29697188399996,0.0
172922,-19.40960761499997,-54.401426612999956,0.0
172924,-19.369640446999938,-46.78599994999996,0.0
172928,-19.390759702999958,-57.98647369799994,0.0
172929,-19.40419163399997,-57.92269066799997,0.0
172931,-19.381106516999978,-54.163254337999945,0.0
172933,-19.388176992999945,-61.87046745499998,0.0
172937,-19.398005775999934,-55.71352705399994,0.0
172938,-19.391703780999933,-48.41274807399998,0.0
172939,-19.262658079999937,-47.80524265499997,0.0
172940,-19.358529164999936,-55.59716406699994,0.0
172941,-19.395801607999942,-48.78354753499997,0.0
172944,-19.410036702999946,-59.17101524499998,0.0
172945,-19.39055925899993,-57.348040250999986,0.0
172946,-19.430289734999974,-57.36296141699995,0.0
172949,-19.385196019999967,-46.63232976799998,0.0
172951,-19.38201595199996,-59.264603068999975,0.0
172952,-19.266512674999944,-55.934851357999946,0.0
172953,-19.424424689999967,-56.00658878399997,0.0
172956,-19.44338741599995,-59.274876749999976,0.0
172957,-19.39800834099998,-58.62010096299997,0.0
172958,-19.315334828999937,-58.642803697999966,0.0
172959,-19.42160796099995,-60.66965771799994,0.0
172960,-19.400411964999932,-60.61814490299997,0.0
172961,-19.427829148999933,-48.963528088999965,0.0
172962,-19.441005107999956,-48.90496403699996,0.0
172963,-19.328638393999938,-47.04908878699996,0.0
172966,-19.38522580299997,-64.90367361599994,0.0
172967,-19.391366208999955,-64.80929171699995,0.0
172968,-19.40836935599998,-66.08075076099993,0.0
172969,-19.438813161999974,-62.08398906299993,0.0
172971,-19.41706275499996,-58.147881154999936,0.0
172974,-19.44198930099998,-47.82055223899994,0.0
172975,-19.416509193999957,-61.81838880099997,0.0
172976,-19.437680417999957,-56.75580603199995,0.0
172977,-19.40496886699998,-56.63861860999998,0.0
172978,-19.456329610999944,-58.11307466799997,0.0
172979,-19.390976940999963,-53.322393912999985,0.0
172980,-19.386037364999936,-53.25220067899994,0.0
172982,-19.39736862999996,-52.457676257999935,0.0
172983,-19.44847363599996,-52.45006197299995,0.0
172984,-19.458520368999928,-61.45813904299996,0.0
172985,-19.42031191799998,-60.54389841999995,0.0
172987,-19.46108959399993,-64.83941459399995,0.0
172988,-19.452476564999927,-59.20383853499993,0.0
172989,-19.432711705999964,-50.87270090199996,0.0
172990,-19.467622638999956,-60.541473475999965,0.0
172991,-19.454167060999964,-60.52610654699998,0.0
172995,-19.39866142099993,-53.568541523999954,0.0
172996,-19.387144400999944,-56.37019185099996,0.0
172997,-19.416931175999935,-65.01044831499996,0.0
172998,-19.44861583599993,-61.49973187699999,0.0
172999,-19.462269207999952,-60.58150189899993,0.0
173000,-19.472664753999936,-53.58839247499998,0.0
173001,-19.472193440999945,-50.853338365999946,0.0
173006,-19.39637567699998,-48.22630447599994,0.0
173007,-19.403551903999983,-66.12136847999994,0.0
173008,-19.477878652999948,-64.84867982299994,0.0
173009,-19.47209104799998,-56.64340069299993,0.0
173010,-19.47407087399995,-61.42649026799995,0.0
173014,-19.480826478999973,-53.53657605899997,0.0
173015,-19.478923553999948,-53.512594354999976,0.0
173025,-19.46376436399993,-48.77448483899997,0.0
173030,-19.371555014999956,-56.22892812799995,0.0
173032,-19.486914095999964,-56.53533645899995,0.0
173034,-19.43593289699993,-55.01855259299998,0.0
173041,-19.464471205999928,-57.56238602499997,0.0
173042,-19.47101754499994,-57.40716472899999,0.0
173051,-19.48748220999994,-50.71006488299997,0.0
173052,-19.290183485999933,-51.20227487899996,0.0
173053,-19.49330727299997,-50.94216392699997,0.0
173054,-19.510517576999973,-55.046728428999984,0.0
173056,-19.516895700999953,-52.759139696999966,0.0
173059,-19.44441510799993,-62.381744599999934,0.0
173061,-19.48826515299993,-58.06976289399995,0.0
173062,-19.47553228099997,-58.002404496999986,0.0
173063,-19.466993077999973,-54.22242881899996,0.0
173064,-19.492992647999927,-59.65521677999993,0.0
173065,-19.41506826699998,-59.66917711999997,0.0
173067,-19.48544934199998,-62.08660216699997,0.0
173068,-19.47490275699994,-51.271173455999985,0.0
173073,-19.49256625099997,-54.08864689099994,0.0
173074,-19.518480932999978,-51.30109825699998,0.0
173075,-19.520409004999976,-59.588907819999974,0.0
173076,-19.311586623999972,-59.559718757999974,0.0
173080,-19.428516171999945,-65.79219910699999,0.0
173081,-19.454643675999932,-54.926381429999935,0.0
173084,-19.530277721999937,-52.18322013599993,0.0
173085,-19.530530839999926,-52.17830495099997,0.0
173089,-19.40587598999997,-59.47691906099993,0.0
173090,-19.485879419999947,-59.42064626699994,0.0
173091,-19.491473722999956,-56.053400963999934,0.0
173092,-19.21617892699993,-55.74806050299998,0.0
173093,-19.50322893999993,-52.89012097899996,0.0
173099,-19.358219375999965,-47.16385976299995,0.0
173102,-19.52226135199993,-56.45138959099995,0.0
173103,-19.546578482999962,-56.415057857999955,0.0
173104,-19.44321076199998,-52.01297861399996,0.0
173106,-19.533696256999974,-57.424063616999945,0.0
173107,-19.521712081999965,-46.263064645999975,0.0
173108,-19.502458322999928,-47.03166797799997,0.0
173109,-19.503716507999968,-61.63308466899997,0.0
173110,-19.441460364999955,-50.25266371899994,0.0
173114,-19.536932253999964,-50.93403243599994,0.0
173115,-19.52378768099993,-50.90488722799995,0.0
173118,-19.547368123999945,-65.85005980999995,0.0
173119,-19.50818297799998,-48.84282892799996,0.0
173120,-19.537730806999946,-48.59142844799993,0.0
173121,-19.48353673899993,-52.53998941499998,0.0
173122,-19.510419928999966,-52.483579393999946,0.0
173125,-19.380232233999948,-58.476807200999986,0.0
173126,-19.334414007999953,-58.38934189599996,0.0
173127,-19.556830297999966,-65.90015924899996,0.0
173128,-19.55695390699998,-47.04902003999996,0.0
173130,-19.551486005999948,-52.18676231899997,0.0
173131,-19.555847748999952,-52.15006055199996,0.0
173132,-19.50240886199998,-46.58299245799998,0.0
173133,-19.526002645999938,-47.72336200299998,0.0
173134,-19.566413488999956,-46.571437783999954,0.0
173136,-19.48367298599993,-46.919655216999956,0.0
173140,-19.56491254699995,-47.063608475999956,0.0
173142,-19.56906926199997,-52.504186404999984,0.0
173143,-19.523383947999946,-50.73740669599994,0.0
173145,-19.55981794199994,-65.81753031599999,0.0
173146,-19.46243257599997,-56.98999258199996,0.0
173147,-19.503642225999954,-56.203609719999974,0.0
173148,-19.520988908999982,-60.52897441699997,0.0
173149,-19.563938569999948,-49.37186962299995,0.0
173151,-19.508043305999934,-46.48544285999998,0.0
173152,-19.559005037999952,-46.34162563799998,0.0
173156,-19.559206578999977,-61.627175217999934,0.0
173159,-19.574240739999937,-56.323774897999954,0.0
173162,-19.568463702999964,-46.23902980299994,0.0
173165,-19.56904792699993,-60.62431818999994,0.0
173166,-19.570042196999964,-56.080700580999974,0.0
173167,-19.583899680999934,-56.16879889699993,0.0
173168,-19.59616637399995,-60.95283353199994,0.0
173169,-19.484896456999934,-51.53938578899994,0.0
173171,-19.576050690999978,-52.065298878999954,0.0
173172,-19.579769616999954,-65.88712361599994,0.0
173175,-19.578669011999978,-57.42157925999999,0.0
173178,-19.600657487999968,-56.06116935699998,0.0
173179,-19.591974496999967,-55.96363379899998,0.0
173180,-19.569665804999943,-49.24652039299997,0.0
173181,-19.58594256599997,-49.07270889799997,0.0
173183,-19.584075061999954,-61.10007894199998,0.0
173184,-19.598336383999936,-60.97400192799995,0.0
173185,-19.53923049599996,-64.82912420299994,0.0
173186,-19.533151320999934,-53.176902724999934,0.0
173187,-19.587408988999982,-52.55665708299995,0.0
173189,-19.539498709999975,-53.246890991999976,0.0
173191,-19.595342940999956,-52.48774419199998,0.0
173192,-19.574091624999937,-52.68670372899993,0.0
173195,-19.59085835099995,-46.58701433599998,0.0
173196,-19.610883352999963,-55.99396387699994,0.0
173198,-19.614455893999946,-61.00557384899997,0.0
173201,-19.604570131999935,-51.49763794699993,0.0
173202,-19.586131739999928,-49.672759474999964,0.0
173204,-19.540017860999967,-54.16637705299996,0.0
173205,-19.57740460499997,-61.98452202599998,0.0
173206,-19.560963881999953,-55.033453262999956,0.0
173207,-19.60319167299997,-48.65648911999995,0.0
173209,-19.524148986999933,-59.991450964999956,0.0
173210,-19.50430855099995,-59.95449705699997,0.0
173211,-19.622938704999967,-49.71941279499998,0.0
173213,-19.585009888999934,-59.55411236599997,0.0
173214,-19.581856096999957,-59.51338620399997,0.0
173216,-19.48856693099998,-55.54446261999993,0.0
173218,-19.53499848699994,-55.712742627999944,0.0
173219,-19.586216974999957,-61.224714769999935,0.0
173220,-19.593219818999955,-55.879215830999954,0.0
173222,-19.634086943999932,-55.724329944999965,0.0
173225,-19.598842201999958,-60.340080143999955,0.0
173226,-19.505273174999957,-55.425208478999934,0.0
173229,-19.62814815699994,-55.93707996599994,0.0
173230,-19.63740933899993,-55.58866514599998,0.0
173231,-19.64263255299994,-55.57892847299996,0.0
173232,-19.603755796999963,-52.21609841099996,0.0
173234,-19.611986326999954,-60.41921493999996,0.0
173235,-19.631380755999942,-55.65916691499996,0.0
173236,-19.62895877699998,-55.05963442099994,0.0
173238,-19.564347063999946,-58.634006590999945,0.0
173239,-19.62960348699994,-52.41924624699993,0.0
173240,-19.602941371999975,-52.33552235399998,0.0
173241,-19.59159372099998,-51.12316183899998,0.0
173242,-19.59939664199993,-50.97425528599996,0.0
173243,-19.58694782999993,-65.46800603399998,0.0
173244,-19.643690310999943,-55.85753049899995,0.0
173245,-19.64253115899993,-55.77735643899996,0.0
173246,-19.65217726399993,-58.58956458999995,0.0
173247,-19.649702097999977,-55.70184544899996,0.0
173248,-19.649561809999966,-55.55827754899997,0.0
173249,-19.64130518099995,-55.48872312299994,0.0
173250,-19.653636335999977,-65.43514703199997,0.0
173251,-19.62828245999998,-65.40920273399996,0.0
173253,-19.598085482999977,-57.284136786999966,0.0
173254,-19.63087739599996,-51.39960241099993,0.0
173255,-19.647014113999944,-51.36152254899997,0.0
173256,-19.660240226999974,-58.55574952999996,0.0
173257,-19.550300225999933,-58.51125988499996,0.0
173258,-19.51958961899993,-58.611716661999935,0.0
173260,-19.666523069999982,-58.47567711099998,0.0
173261,-19.66860939399993,-58.51586341999996,0.0
173263,-19.630685425999957,-58.27996338699995,0.0
173264,-19.593970326999965,-58.120424809999975,0.0
173267,-19.60556543799993,-61.42480073799999,0.0
173268,-19.658433315999957,-52.22303923299995,0.0
173269,-19.670909694999978,-58.447275014999946,0.0
173270,-19.64755979199998,-58.41692331699994,0.0
173271,-19.662719567999943,-52.35372677399994,0.0
173276,-19.664158645999976,-65.46343045999998,0.0
173280,-19.660592014999963,-60.29626473899998,0.0
173281,-19.64167228499997,-49.641893333999974,0.0
173282,-19.647575331999974,-55.96498514499996,0.0
173283,-19.652323561999935,-52.69917192499997,0.0
173284,-19.666666429999964,-52.297800165999945,0.0
173285,-19.610113282999976,-49.49430131199995,0.0
173286,-19.643664946999934,-49.126105344999985,0.0
173289,-19.59006944099997,-65.53286557699994,0.0
173290,-19.537089712999943,-62.34410978699998,0.0
173292,-19.663873829999943,-59.964385497999956,0.0
173293,-19.65816585799996,-59.91129157599994,0.0
173295,-19.632576428999982,-46.33929605399993,0.0
173297,-19.678794859999982,-52.83775670399996,0.0
173301,-19.667135895999934,-60.43208319499996,0.0
173302,-19.421449571999972,-59.79235006799996,0.0
173306,-19.68533023699996,-64.93386985899997,0.0
173307,-19.656487854999966,-64.83884308499995,0.0
173308,-19.660518683999953,-46.66015323399995,0.0
173310,-19.596133132999967,-53.49634323499998,0.0
173311,-19.692600351999943,-53.46703037499998,0.0
173312,-19.658279198999935,-48.21591881099994,0.0
173314,-19.669288982999944,-61.180850831999976,0.0
173315,-19.68826053999993,-59.437689972999976,0.0
173316,-19.687975970999958,-59.40875440699995,0.0
173317,-19.700799952999944,-59.63282900299998,0.0
173321,-19.655798026999946,-62.053517849999935,0.0
173322,-19.696758603999967,-52.80185894299996,0.0
173327,-19.663271178999935,-53.18341558599997,0.0
173328,-19.654250821999938,-53.09817269399997,0.0
173329,-19.683756337999966,-54.524450411999965,0.0
173330,-19.704800598999952,-54.50719271899993,0.0
173335,-19.698583020999934,-55.91143211499997,0.0
173338,-19.699468381999964,-52.338623335999955,0.0
173339,-19.550849441999958,-65.19503577299997,0.0
173340,-19.70913257799998,-60.26187121899994,0.0
173347,-19.69523643699995,-51.31380286099994,0.0
173348,-19.549007527999947,-57.07341902899998,0.0
173349,-19.70030811299995,-48.032861896999975,0.0
173350,-19.67932907599993,-55.03264664799997,0.0
173351,-19.374976835999973,-59.92531634499994,0.0
173352,-19.682416744999955,-59.47380817299995,0.0
173353,-19.67952429199994,-46.57866192499995,0.0
173355,-19.710789718999933,-58.66245075499995,0.0
173356,-19.693460410999933,-58.585671745999946,0.0
173357,-19.726182474999973,-52.387028106999935,0.0
173358,-19.695791914999973,-51.02749228599998,0.0
173359,-19.739583351999954,-59.416249999999934,0.0
173360,-19.723200050999935,-59.41820461799995,0.0
173361,-19.709387595999942,-58.32896732599994,0.0
173362,-19.708643610999957,-58.20005693099995,0.0
173365,-19.735098033999975,-60.24575810099998,0.0
173367,-19.726178062999963,-51.143513482999936,0.0
173368,-19.727510261999953,-59.48596128999998,0.0
173369,-19.74495965999995,-65.87695205299997,0.0
173370,-19.72369932299995,-65.84311544999997,0.0
173371,-19.697007475999953,-56.584270834999984,0.0
173372,-19.74428529399995,-56.84029506099995,0.0
173373,-19.727623721999976,-65.35767325099994,0.0
173374,-19.747447042999966,-56.826101172999984,0.0
173375,-19.68390281099994,-53.69522598499998,0.0
173382,-19.721834069999943,-55.942887903999974,0.0
173387,-19.74389579999996,-56.286563032999936,0.0
173388,-19.753845050999928,-53.67906967399995,0.0
173389,-19.753027981999935,-46.548204071999976,0.0
173390,-19.765416666999954,-46.54270833299995,0.0
173392,-19.757511595999972,-56.74590510199994,0.0
173393,-19.75277260799993,-59.799878467999974,0.0
173394,-19.59280038999998,-54.733612767999944,0.0
173397,-19.738868642999932,-59.873699915999964,0.0
173399,-19.75362304799995,-51.28493379699995,0.0
173400,-19.769583395999973,-56.20652777199996,0.0
173403,-19.753861951999966,-46.57070979699995,0.0
173405,-19.751425015999928,-65.25027290499997,0.0
173407,-19.75152703499998,-54.62317147999994,0.0
173408,-19.73072670299996,-50.12019638999993,0.0
173409,-19.772849570999938,-50.09212180199995,0.0
173411,-19.75923983399997,-51.03321383599996,0.0
173413,-19.756710237999982,-50.99425544199994,0.0
173414,-19.686470348999933,-64.76549454499997,0.0
173418,-19.52040350599998,-47.51344037499996,0.0
173419,-19.763651135999964,-47.26822793799994,0.0
173421,-19.67074458199994,-60.19061831299996,0.0
173423,-19.761777502999962,-62.08346101899997,0.0
173424,-19.744922463999956,-53.44802500199995,0.0
173425,-19.776882719999946,-46.53575899799995,0.0
173427,-19.75994709799994,-50.46603444999994,0.0
173429,-19.72122318199996,-51.72807250999995,0.0
173430,-19.741689021999946,-51.61812482099998,0.0
173431,-19.789999999999964,-50.504166666999936,0.0
173433,-19.732006659999968,-65.48444066499997,0.0
173434,-19.750141068999937,-59.66319067099994,0.0
173435,-19.686329352999962,-52.563133799999946,0.0
173440,-19.716227445999948,-55.48910449299996,0.0
173441,-19.766118613999936,-60.15587421599997,0.0
173444,-19.768481905999977,-58.220466475999956,0.0
173445,-19.77108402899995,-58.192513642999984,0.0
173446,-19.76367231499995,-56.371907592999946,0.0
173447,-19.79018389099997,-50.471244868999975,0.0
173448,-19.75376575599995,-50.41205566599996,0.0
173449,-19.783036038999967,-53.52017586399995,0.0
173451,-19.757615354999928,-53.15681735199996,0.0
173452,-19.776288118999958,-53.12235954899995,0.0
173453,-19.772274359999983,-59.39179047099998,0.0
173454,-19.796557217999975,-52.62330490699998,0.0
173456,-19.794954910999934,-54.01370461899995,0.0
173457,-19.69778443299998,-54.00726710099997,0.0
173458,-19.799375002999966,-51.033124999999984,0.0
173459,-19.79000033999995,-51.032083332999946,0.0
173464,-19.791875139999945,-65.26139370399994,0.0
173465,-19.790158979999944,-56.20030528099994,0.0
173469,-19.801385334999964,-52.61073947799997,0.0
173471,-19.75540203199995,-64.90146678299993,0.0
173475,-19.804647496999962,-59.33194935299997,0.0
173478,-19.79928920499998,-47.20638220899997,0.0
173479,-19.758529910999982,-61.41375050999994,0.0
173480,-19.800819726999976,-64.70632669499997,0.0
173481,-19.811704709999958,-64.67584190899998,0.0
173482,-19.802454736999948,-47.26240183699997,0.0
173485,-19.811848921999967,-59.586392184999966,0.0
173486,-19.807824981999943,-59.50950686999994,0.0
173487,-19.801876300999936,-50.09540473399994,0.0
173488,-19.783895092999956,-50.02798779799997,0.0
173490,-19.695068612999933,-57.210482172999946,0.0
