DrainLnID,area_sqm,lon_index,lat_index,npoints
166370,432481.0214,131,406,11
166370,31642003.47,131,405,11
166370,44604555.57,130,405,11
166370,13230594.57,132,405,11
166375,14732017.19,107,404,2
166375,3140266.218,107,405,2
166385,44906062.99,108,404,8
166385,9263839.765,109,404,8
166385,13295000.78,107,404,8
166385,1606857.846,109,403,8
166385,8259657.523,108,403,8
166385,1011276.214,107,403,8
166385,22631134,108,405,8
166385,7031873.532,107,405,8
166416,12906451.94,128,406,13
166416,14311406.57,126,406,13
166416,1855549.747,128,404,13
166416,30728653.36,126,404,13
166416,11455749.83,127,404,13
166416,7394820.1,125,404,13
166416,1393854.624,126,403,13
166416,15329557.58,127,406,13
166416,7935868.052,125,406,13
166416,46551188.22,127,405,13
166416,46551187.55,126,405,13
166416,14342126.73,125,405,13
166416,26656600.03,128,405,13
166418,4554620.595,128,406,13
166418,8488806.543,130,406,13
166418,44682634.11,128,404,13
166418,6285244.001,126,404,13
166418,10763493.26,129,404,13
166418,9894704.713,129,403,13
166418,24848067.16,128,403,13
166418,35082434.03,127,404,13
166418,15745550.64,127,403,13
166418,1797126.192,126,403,13
166418,19081656.68,129,406,13
166418,17040449.43,129,405,13
166418,19894588.19,128,405,13
166435,16013993.18,133,404,18
166435,44901898.36,130,404,18
166435,26093417.65,130,402,18
166435,30195921.22,133,402,18
166435,700868.761,129,402,18
166435,21851901.32,131,402,18
166435,29566600.85,132,402,18
166435,1116109.993,133,401,18
166435,33729604.53,132,404,18
166435,22439699.35,133,403,18
166435,46525126.86,132,403,18
166435,43197429.09,131,404,18
166435,46525126.86,131,403,18
166435,46525126.19,130,403,18
166435,22153303.5,129,404,18
166435,27700531.39,129,403,18
166435,5500685.116,131,405,18
166435,1946631.982,130,405,18
166444,42324001.93,95,406,19
166444,14446032.79,92,406,19
166444,2389179.519,95,404,19
166444,4842520.636,92,404,19
166444,38598371.33,94,404,19
166444,5064534.018,94,403,19
166444,34929202.28,93,404,19
166444,3178553.198,93,403,19
166444,12414.96149,91,405,19
166444,33019972.53,93,406,19
166444,46551188.22,93,405,19
166444,39326738.58,92,405,19
166444,9318563.529,95,407,19
166444,4394270.466,94,407,19
166444,46491693.22,94,406,19
166444,15691642.74,95,405,19
166444,46551187.55,94,405,19
166444,188353.8633,96,407,19
166444,560894.3644,96,406,19
166450,23910217.29,75,404,11
166450,7275180.487,73,402,11
166450,6489485.303,74,402,11
166450,46538183.86,74,404,11
166450,16284630.83,75,403,11
166450,41068841.91,74,403,11
166450,27753405.56,73,404,11
166450,33047132.79,73,403,11
166450,6564220.112,73,405,11
166450,589569.2923,75,405,11
166450,21242587.53,74,405,11
166451,34639779.44,77,404,13
166451,21138566.18,75,404,13
166451,24864560.58,76,402,13
166451,3778167.971,76,401,13
166451,16500529.35,78,404,13
166451,46538183.86,76,404,13
166451,10515085.56,77,403,13
166451,41939213.49,76,403,13
166451,8770183.554,75,403,13
166451,1719076.301,75,405,13
166451,4209818.32,78,405,13
166451,29270008.63,77,405,13
166451,12888490.79,76,405,13
166452,130363.0186,92,406,12
166452,40957343.46,92,404,12
166452,4830114.815,90,404,12
166452,794062.4074,94,403,12
166452,11608981.58,93,404,12
166452,28666621,93,403,12
166452,11570305.17,92,403,12
166452,30058838.42,91,404,12
166452,3176329.394,91,406,12
166452,41976257.37,91,405,12
166452,8997396.584,90,405,12
166452,7224449.637,92,405,12
166462,3399628.957,126,403,2
166462,2655107.516,125,403,2
166463,8926604.428,126,404,2
166463,8925109.154,126,403,2
166469,38460480.61,110,404,12
166469,1632120.867,108,404,12
166469,870398.8108,110,402,12
166469,8573476.539,109,402,12
166469,4043312.081,111,404,12
166469,1519992.016,111,403,12
166469,29783448.27,110,403,12
166469,37253657.63,109,404,12
166469,34681023.98,109,403,12
166469,10947718.74,109,405,12
166469,4238888.523,108,405,12
166469,362016.0583,110,405,12
166470,21831884.99,124,406,10
166470,29846094.55,124,404,10
166470,22351486.19,125,404,10
166470,2227242.782,125,403,10
166470,12641446.09,124,403,10
166470,1136062.59,123,406,10
